,text,cmp_code,country
31,"159. Avanzar con acuerdos regionales e internacionales de cooperación en materia de defensa, salud, educación y ciencia y tecnología.,1",1,Ecuador
32,"158. Retomar la integración regional, particularmente la UNASUR y CELAC, para un ejercicio pleno de los derechos humanos en la región.,1",1,Ecuador
33,"157. Consolidar el multilateralismo, que entre otras cosas implica promover la democratización de Naciones Unidas y sus instituciones, para garantizar la solución pacífica de los conflictos y evitar que estas sean funcionalizadas a los intereses de los países hegemónicos.,1",1,Ecuador
34,"156. Redefinir la agenda de integración del país en escenarios regionales e internacionales, con énfasis estratégico en: seguridad energética, ciencia y desarrollo tecnológico, salud, comercio, inversiones, integración financiera, educación, seguridad y defensa, y movilidad.,1",1,Ecuador
35,"155. Fortalecer la acción del país en la Alianza Global para el Desarrollo Sostenible, e impulsar agendas para el buen vivir como parte de las alianzas regionales e internacionales.,1",1,Ecuador
36,"A pesar de que la actividad tur’stica genera alrededor de $2.400 millones anuales para nuestro pa’s, el mal manejo de las relaciones internacionales tambiŽn obstaculiza la promoci—n del Ecuador en el mundo como destino tur’stico.,1",1,Ecuador
37,"Para alcanzar el desarrollo del sector comercial, el Estado acompa–ar‡ los esfuerzos de las empresas y emprendedores con un manejo efectivo de las relaciones internacionales. ,1",1,Ecuador
38,"De igual manera, las delegaciones diplom‡ticas acreditadas en el extranjero ser‡n embajadores activos en la promoci—n del Ecuador continental e insular.,1",1,Ecuador
39,"La creaci—n de una mejor percepci—n internacional de la corrupci—n, confianza y seguridad de las instituciones permitir’a la obtenci—n de mejores oportunidades para el Ecuador en el contexto global.,1",1,Ecuador
40,"3.4. POLêTICA INTERNACIONAL,1",1,Ecuador
41,"Ecuador y su pol’tica internacional,1",1,Ecuador
42,"La pol’tica exterior es entendida, esencialmente, como el conjunto de las decisiones pœblicas que toma el Gobierno de un Estado en funci—n de los intereses nacionales y en relaci—n con los dem‡s actores del sistema internacional de un pa’s, con el fin de promover o transformar condiciones que hagan posible la seguridad y el bienestar econ—mico.,1",1,Ecuador
43,"Para garantizar un crecimiento econ—mico sostenible y generar empleo, Ecuador debe insertarse en la comunidad internacional, esa ser‡ la misi—n exclusiva de todos los funcionarios en el extranjero.,1",1,Ecuador
44,"La importancia de la apertura internacional,1",1,Ecuador
45,"En este sentido, el Ecuador debe continuar su proceso de inserci—n en la Alianza del Pac’fico y suscribir nuevos y mejores tratados comerciales y de cooperaci—n con pa’ses que ofrezcan nuevas oportunidades de negocios y puedan crear empleos, tales como Estados Unidos, China, Costa Rica, Corea del Sur, India y Turqu’a.,1",1,Ecuador
46,"Se necesita en especial, la firma de un tratado de libre comercio con nuestro principal socio comercial, Estados Unidos y su plena inclusi—n en la Alianza del Pac’fico, cuyo objetivo es la libre circulaci—n de bienes, servicios, capitales y personas para la regi—n Asia-Pac’fico.,1",1,Ecuador
47,"De igual manera, buscaremos proyectar una pol’tica exterior seria, profesional e institucional con apego al Derecho Internacional.,1",1,Ecuador
48,"Finalmente, buscaremos lograr la ratificaci—n, adhesi—n y respeto a tribunales internacionales de soluci—n de controversias que nos dar‡n un respaldo muy importante en la atracci—n de inversiones y generaci—n de empleo.,1",1,Ecuador
49,"Promover la colaboraci—n regional y la inclusi—n,1",1,Ecuador
50,"Las comisiones buscar‡n gestionar el registro de datos de personas, toma de documentos de conocimiento regional, as’ como orientar posibles destinos a fin de coordinar la implementaci—n de corredores humanitarios.,1",1,Ecuador
51,"Se puede solicitar la organizaci—n de comisiones especializadas con delegados de los principales destinos de la di‡spora venezolana, en los principales puntos fronterizos del Ecuador.,1",1,Ecuador
52,"Se requiere utilizar diferentes espacios para solicitar la colaboraci—n, no solo econ—mica sino tambiŽn estratŽgica, de diferentes organismos internacionales, tales como Naciones Unidas y la Organizaci—n de los Estados Americanos (OEA). Se debe intensificar dicha gesti—n y hacer formales dichos pedidos.,1",1,Ecuador
53,"Finalmente, se exhorta a los Gobiernos vecinos a realizar esfuerzos pol’ticos y sociales, con el fin de que los ciudadanos no tengan que abandonar su pa’s en busca de mejores oportunidades.,1",1,Ecuador
54,"Debido a que esto es un problema regional, debemos fortalecer la cooperaci—n entre los pa’ses vecinos, como por ejemplo el Convenio de Cooperaci—n Intergubernamental con Colombia, para as’ prevenir los delitos transfronterizos tales como la trata de personas y el narcotr‡fico.,1",1,Ecuador
55,"Urge recuperar la capacidad constitucional para limitar el poder y someter sus actuaciones al marco de los derechos, las normas y las relaciones democráticas.,2",2,Ecuador
56,"Una UNIÓN POR LA ESPERANZA que haga realidad la justicia social basada en una democracia radical, con prosperidad económica para todos y en armonía con la naturaleza.,2",2,Ecuador
57,"Recuperar la democracia, el Estado plurinacional e intercultural, la dignidad, el trabajo, una estructura económica y productiva sostenible y la soberanía para caminar hacia la construcción de la sociedad del buen vivir.,2",2,Ecuador
58,"Promover los derechos digitales,2",2,Ecuador
59,"Objetivo 2. Justicia democrática participativa y deliberativa,2",2,Ecuador
60,"Objetivo 2. Justicia democrática participativa y deliberativa,2",2,Ecuador
61,"Objetivo 1. Justicia por la vida y la reproducción de la vida,2",2,Ecuador
62,"Objetivo 1. Justicia por la vida y la reproducción de la vida,2",2,Ecuador
63,"Impulsar la participación y deliberación,2",2,Ecuador
64,"Es primordial que recuperar la carrera judicial mediante procesos transparentes de oposición y mérito, impugnación y escrutinio público;,2",2,Ecuador
65,"En una sociedad justa se reivindican la libertad  de pensamientos y expresión para todos,2",2,Ecuador
66,"En este sentido es imprescindible considerar también que la concentración monopólica de los medios  de  comunicación  puede  quebrantar  la  diversidad  de  opiniones  e  inducir  estereotipos culturales o limitar el ejercicio de la libertad de expresión.,2",2,Ecuador
67,"El Derecho y la Administración de Justicia pueden ser vías de transformación y profundización de la democracia, cuando tienen estos objetivos en su mira.,2",2,Ecuador
68,"El camino hacia un país más justo sigue por recuperar la confianza y el liderazgo con instituciones políticas a la altura de la ciudadanía, donde prime la participación y la deliberación de los mejores argumentos para el bien común.,2",2,Ecuador
69,"Desde una perspectiva abarcadora, y tal como refleja la experiencia internacional, avanzar en la justicia democrática, participativa y deliberativa, implica:,2",2,Ecuador
70,"Democratizar los conocimientos,2",2,Ecuador
71,"Contra este peligro el Estado debe ser instrumento ciudadano para garantizar la democracia: mediante el control constitucional y la implementación efectiva de los derechos de la ciudadanía.,2",2,Ecuador
72,"Apremia fortalecer las instituciones de justicia y avanzar en el cambio de la cultura jurídica, para que los procesos judiciales sean el medio para la protección del más débil y dejen de ser la puerta giratoria para negociar los principios y valores democráticos, la dignidad de las personas y el destino del Ecuador.,2",2,Ecuador
73,"95. Promover  esferas  de  cooperación  entre  las  cinco  funciones  del  Estado  basados  en  la interpretación conforme a la Constitución, la transparencia y el bien común, que ofrezcan un amplio respaldo para darle efectividad a la independencia judicial.,2",2,Ecuador
74,"91. Restaurar la separación de poderes y su autonomía para la vigencia de la democracia en un real Estado constitucional de derechos y justicia, con apoyo y aval del relator especial de independencia judicial del sistema de las Naciones Unidas.,2",2,Ecuador
75,"90. Cumplir y hacer cumplir la Constitución de 2008, defendiendo su vigencia íntegra, vista como nuestra carta de navegación y hoja de ruta legal, política, económica y social.,2",2,Ecuador
76,"390. Eliminar los privilegios de los cargos electos, tanto de los que gozan durante el ejercicio de sus funciones (dietas, prebendas, etc.) como de los que les son atribuidos una vez que han concluido sus mandatos (pensiones especiales, etc.),,2",2,Ecuador
77,"378. Reconocer los derechos de todas las personas y colectivos que han sido perseguidos políticos.,2",2,Ecuador
78,"372. Promover una cultura jurídica que supere atavismos doctrinarios y sea coherente con los principios y fundamentos de la Constitución de la República.,2",2,Ecuador
79,"353. Definir una posición soberana en materia de propiedad intelectual, como excepción al dominio público, para garantizar los derechos fundamentales.,2",2,Ecuador
80,"352. Garantizar que los derechos humanos y colectivos tengan supremacía sobre los mecanismos de propiedad intelectual, reconociendo el valor instrumental de esta.,2",2,Ecuador
81,"309. Asegurar la participación pública democrática en la definición de las prioridades del desarrollo científico y tecnológico.,2",2,Ecuador
82,"308. Fomentar el desarrollo de las tecnologías y la circulación de la información sin que se atente contra el derecho individual a la privacidad de los seres humanos.,2",2,Ecuador
83,"304. Asegurar el acceso a internet como derecho.,2",2,Ecuador
84,"108. Fomentar la responsabilidad informativa y la ciudadanía crítica frente a las fake news, desde el enfoque de los derechos humanos y la deontología periodística.,2",2,Ecuador
85,"106. Impulsar la democratización de los partidos: incorporar la paridad a los órganos directivos de los partidos y hacer obligatorias las primarias para acceder a presidir esos órganos.,2",2,Ecuador
86,"105. Impulsar la democratización y modernización de las campañas electorales, promoviendo debates de calidad con atención a la paridad de género, generación y étnica, y la transparencia de los aportes y las cuentas de campaña.,2",2,Ecuador
87,"104. Impulsar la reforma de la ley electoral para evitar la dispersión electoral y la erosión de la legitimidad del gobierno, aumentando la proporcionalidad del sistema.,2",2,Ecuador
88,"103. Recuperar la democracia participativa y todos sus mecanismos constitucionales.,2",2,Ecuador
89,"102. Elaborar un Código Orgánico de la Igualdad para reivindicar y garantizar principios democráticos como la paridad, no discriminación de ningún tipo, igualdad de oportunidades, y conciliación de la vida personal, familiar y laboral.,2",2,Ecuador
90,"101. Apoyo a las iniciativas de movimientos sociales y organizaciones ciudadanas para la construcción del poder popular.,2",2,Ecuador
91,"Creemos que las personas tienen derechos fundamentales, como el derecho a la vida, la libertad para trabajar por un futuro mejor, y el derecho a gozar de los bienes honestamente ganados mediante ese trabajo.,2",2,Ecuador
92,"Creemos que esos derechos son inherentes a la dignidad de las personas y que, por lo tanto, no son concesiones dadas por los gobiernos o las leyes.,2",2,Ecuador
93,"Como consecuencia, consideramos que los gobiernos est‡n obligados a proteger esos derechos.,2",2,Ecuador
94,"Creemos que la democracia es el mejor sistema de gobierno y que sus valores permiten el desarrollo de una sociedad pluralista, tolerante y respetuosa. ,2",2,Ecuador
95,"Creemos en la alternancia democr‡tica, como mecanismo para evitar la acumulaci—n de poder. ,2",2,Ecuador
96,"Creemos en la democracia representativa, en la cual funcionarios leg’timamente electos deben cumplir sus mandatos con honestidad, fidelidad a sus electores y responsabilidad para con el pa’s.,2",2,Ecuador
97,"Creemos en la democracia directa como la expresi—n superior de la voluntad popular.,2",2,Ecuador
98,"Y creemos en la democracia participativa, para promover el surgimiento constante de nuevos l’deres y nuevas ideas. ,2",2,Ecuador
99,"Desaprobamos toda forma de caudillismo, mesianismo o personalismo pol’tico.,2",2,Ecuador
100,"Creemos en el Estado de Derecho, como principio que nos recuerda que las leyes deben proteger a los ciudadanos de todas las agresiones, tanto privadas como pœblicas, y precisamente por ello los gobernantes deben someterse al derecho y actuar dentro de sus l’mites,2",2,Ecuador
101,"Sostenemos que nadie, ni siquiera una mayor’a, puede menoscabar los derechos fundamentales de las personas. ,2",2,Ecuador
102,"Y sostenemos que nadie est‡ por encima de la ley.,2",2,Ecuador
103,"Creemos que los fines pol’ticos s—lo son leg’timos cuando utilizan medios que no atentan contra los derechos fundamentales de las personas, ni contra los principios democr‡ticos.,2",2,Ecuador
104,"Establecer una plena democracia regida por el Estado de Derecho, donde funcionen las instituciones y se respete la libertad.,2",2,Ecuador
105,"Establecer una plena democracia regida por el Estado de Derecho, donde funcionen las instituciones y se respete la libertad.,2",2,Ecuador
106,"La libertad es el principal valor pol’tico que inspira este plan. Lo es porque estamos convencidos que un plan de Gobierno solo es œtil si ayuda a que cada ciudadano cumpla su propio plan de vida. ,2",2,Ecuador
107,"La dignidad y la justicia solo se alcanzan cuando se reconoce que cada persona tiene el derecho de fijar su propio rumbo y seguirlo, y el rol del Gobierno debe ser aportar a que aquella autonom’a sea robusta. A eso apuntamos con estas propuestas.,2",2,Ecuador
108,"Ecuador cuenta con un marco constitucional desde el 2008, que asume como responsabilidad del Estado el aseguramiento de una vida libre de violencia para todos los ecuatorianos. ,2",2,Ecuador
109,"Se cuenta, asimismo, con un plan de erradicaci—n de la violencia que en el 2010 estableci— una dŽcada como plazo para poder incidir sobre los patrones socioculturales, la protecci—n integral y el fortalecimiento de la institucionalidad en torno a la prevenci—n y atenci—n de estos casos. Ese plazo se cumple en el a–o en curso.,2",2,Ecuador
110,"La pol’tica comercial debe orientarse hacia la plena vigencia de los principios del derecho internacional, de la democracia, del medio ambiente y de los derechos humanos. ,2",2,Ecuador
111,"3.1. INDEPENDENCIA JUDICIAL Y SEGURIDAD JURêDICA,2",2,Ecuador
112,"El problema de la debilidad institucional,2",2,Ecuador
113,"El sistema judicial de todo pa’s es un pilar para la defensa de las libertades y las garant’as de los derechos. ,2",2,Ecuador
114,"Cuando no se tiene independencia judicial o seguridad jur’dica, tanto el Estado como las personas nos vemos afectadas en los ‡mbitos econ—micos, comerciales, sociales, institucionales, y dem‡s.,2",2,Ecuador
115,"En Ecuador debemos trabajar fuertemente para recuperar el respeto y la credibilidad del sistema judicial.,2",2,Ecuador
116,"Apenas el 26% de la ciudadan’a considera que existe un desempe–o eficiente en el manejo de la justicia.,2",2,Ecuador
117,"El valor de las instituciones,2",2,Ecuador
118,"Las instituciones dŽbiles y err‡ticas afectan a los ecuatorianos todos los d’as.,2",2,Ecuador
119,"Y, tambiŽn en asuntos m‡s trascendentes, como la erosi—n paulatina del Estado de Derecho.,2",2,Ecuador
120,"La causa de estos males se encuentra en gran medida en la Constituci—n,,2",2,Ecuador
121,"pues hoy contiene un dise–o institucional que desalienta el debate pœblico y favorece desmedidamente a una funci—n del Estado sobre las dem‡s.,2",2,Ecuador
122,"Los ecuatorianos sabemos la importancia de que existan normas generales, imparciales y de estricto cumplimiento. ,2",2,Ecuador
123,"Para construir un pa’s de instituciones que genere oportunidades para todos, debemos replicar en el Estado lo que los ecuatorianos ya sabemos.,2",2,Ecuador
124,"Aun cuando las personas sean reemplazadas, debe prevalecer el cumplimiento de las reglas y acuerdos, es decir, la institucionalidad.,2",2,Ecuador
125,"Debemos rescatar la seguridad jur’dica,2",2,Ecuador
126,"a fin de mejorar los tiempos de resoluci—n de casos y evitar la interferencia de otras funciones o instituciones del Estado en el sistema judicial.,2",2,Ecuador
127,"Para lograr mejoras contundentes en la seguridad jur’dica debemos trabajar en la reforma al Consejo de la Judicatura que permita cambiar los procesos de designaci—n, distribuci—n, sanci—n y destituci—n de jueces,,2",2,Ecuador
128,"En este sentido, nos comprometemos a respetar la independencia judicial y que sean jueces jer‡rquicamente superiores los que se encarguen de la calificaci—n de aquellos de menor jerarqu’a, as’ como que sean ellos los que tengan competencia para resolver cualquier impugnaci—n, tomando en consideraci—n recientes sentencias de la Corte Constitucional de nuestro pa’s.,2",2,Ecuador
129,"Es as’ como junto a nuestro bloque de asamble’stas impulsaremos y lideraremos la simplificaci—n de las bases normativas que conviven en el sistema legal, y as’ generar mayor seguridad jur’dica.,2",2,Ecuador
130,"Aunque desenredar la mara–a legislativa no ser‡ una tarea sencilla, es un desaf’o que tomaremos para fortalecer la institucionalidad de nuestro Ecuador.,2",2,Ecuador
131,"Todas las instituciones de la Funci—n Ejecutiva deber‡n cumplir con una revisi—n integral de la normativa vigente bajo su competencia.,2",2,Ecuador
132,"Con esfuerzo, transparencia, respeto al Estado de Derecho y visi—n de pa’s, restituiremos la confianza del mundo y de la ciudadan’a en nuestro Ecuador.,2",2,Ecuador
133,"Con relaci—n a la administraci—n de justicia, en este œltimo tiempo se vienen realizando una serie de cambios profundos que no pueden ser desperdiciados. Buscaremos construir un sistema muy s—lido que se asiente en tres ejes: independencia, transparencia y accesibilidad para todos los ecuatorianos.,2",2,Ecuador
134,"Respetando la independencia de los poderes del Estado, nos aseguraremos de que exista una verdadera y profunda coordinaci—n de los poderes Ejecutivo, Legislativo y Judicial para la implementaci—n de las estrategias mencionadas.,2",2,Ecuador
135,"Reuniones, mesas de trabajo, comisiones y asambleas cuando los ciudadanos as’ lo requieran.,2",2,Ecuador
136,"Fiscalizaci—n de la ciudadan’a a las actuaciones de los funcionarios de la Funci—n Ejecutiva.,2",2,Ecuador
137,"Informes anuales de rendici—n de cuentas que se encuentren disponibles al pœblico.,2",2,Ecuador
138,"Mecanismos comunicacionales,2",2,Ecuador
139,"Difusi—n de las actividades y presupuesto a travŽs de los medios tradicionales de comunicaci—n masiva, como prensa televisiva, radial y escrita.,2",2,Ecuador
140,"Difusi—n de las actividades y presupuestos a travŽs de medios alternativos como internet y redes sociales.,2",2,Ecuador
141,"y generar las condiciones desde la ciudadanía para un Pacto por la Justicia Independiente, en donde la Corte Constitucional, el Tribunal Contencioso Electoral, la Función Judicial y sus órganos jurisdiccionales, administrativos, auxiliares y autónomos asuman el compromiso irrestricto de cumplir con efectividad y probidad la garantía de que los procesos judiciales se resuelvan en apego a las normas constitucionales, convencionales y legales, y a los procedimientos y tiempos judiciales correspondientes.,3",3,Ecuador
142,"y digitalizar la administración pública para simplificar y fortalecer procesos, y así mejorar la atención a la ciudadanía.,3",3,Ecuador
143,"Una forma de avanzar es reconocer que no estamos solos, que podemos apoyarnos para construir un proyecto político alternativo. ,3",3,Ecuador
144,"Tenemos esta alternativa: esta es la verdadera elección para febrero de 2021. Elegir la continuidad de la miseria, la explotación y la injusticia, que el neoliberalismo llama la “nueva normalidad”;,3",3,Ecuador
145,"Sufrir nunca es necesario, pero todo sufrimiento tiene una lección: hoy más que nunca reivindicamos la certeza de que lo que mantiene viva la democracia no es el poder, la fortuna o la ambición, sino esta necesidad insaciable de vivir bien, que no tiene precio porque es real e infinita.,3",3,Ecuador
146,"Recuperar las capacidades estatales,3",3,Ecuador
147,"que se sometan a estrictos procesos de formación y actualización permanente para superar los atavismos doctrinarios, las decisiones judiciales negociadas, la corrupción sistémica y la ideología del juez,,3",3,Ecuador
148,"Porque el neoliberalismo impone una lógica social monolítica: tanto en las relaciones sociales como en los conocimientos,,3",3,Ecuador
149,"Por eso las políticas públicas para resolver estos problemas tienen como fundamento una justicia apuntalada en el fortalecimiento de las capacidades estatales.,3",3,Ecuador
150,"Para eso es necesaria una limpieza profunda del Estado, sanear las prácticas políticas y extirpar a los pactos oligárquicos y su control de la esfera pública.,3",3,Ecuador
151,"Para el CONTROL PERIÓDICO del Plan se activarán las instancias señaladas en la Constitución y la Ley Orgánica de Participación Ciudadana: el Consejo Nacional de Planificación, los Consejos consultivos participativos en cada ministerio, los Consejos Nacionales para la Igualdad, la Asamblea Plurinacional e Intercultural para el Buen Vivir, y los Consejos Ciudadanos Sectoriales.,3",3,Ecuador
152,"Objetivo 11. Justicia justa e imparcial,3",3,Ecuador
153,"o elegir romper con ese pasado por un mundo mejor, más libre, más justo y solidario.,3",3,Ecuador
154,"Mejorar la administración de justicia,3",3,Ecuador
155,"Luchar contra la corrupción,3",3,Ecuador
156,"La RENDICIÓN DE CUENTAS se hará pública y anualmente ante la Asamblea, como marca la norma constitucional; y también se realizará en asambleas populares directas y abiertas.,3",3,Ecuador
157,"La elección será entre la vida y la muerte, entre buen vivir vs. barbarie.,3",3,Ecuador
158,"La década de la igualdad 2007-2017 generó un camino de esperanza.,3",3,Ecuador
159,"Hemos  visto  con  estupor  cómo  el  sistema  de  justicia  ha  sido  tolerante  frente  a  las  prácticas corruptas que de manera recurrente han denunciado ciudadanos y ciudadanas por diversos medios, protegiendo a los corruptos y corruptores, que así han tomado ventaja para transgredir las leyes y apropiarse de ingentes recursos públicos.,3",3,Ecuador
160,"estableciendo un sistema de transparencia definitivo para capturar el incremento patrimonial no justificado.,3",3,Ecuador
161,"En una sociedad que aspira a la justicia en un sentido amplio el mundo digital es el nuevo espacio de disputa.,3",3,Ecuador
162,"En medio del caos provocado por la mala gestión gubernamental, el primer resultado de la pandemia es un agravamiento de los efectos de injusticia social y exclusión por la brecha digital en nuestra sociedad.,3",3,Ecuador
163,"En la actualidad la corrupción del gobierno se ha convertido en una práctica generalizada, tan recurrente que ya no es ni sancionada y se lleva una importante cantidad del presupuesto del Estado, que se podría invertir en planes sociales; y además captura las instituciones públicas para decidir en contra de las mayorías y beneficiar a unos pocos privilegiados.,3",3,Ecuador
164,"El virus del neoliberalismo solo se curará con la vacuna de la unión por la esperanza.,3",3,Ecuador
165,"El cumplimiento de nuestro Plan de Gobierno 2021-2025 será evaluado periódicamente mediante mecanismos públicos de vigilancia y rendición de cuentas.,3",3,Ecuador
166,"Despolitizar la justicia y desjudicializar la política,3",3,Ecuador
167,"condenar la utilización de la justicia como un mecanismo de persecución política, así como la aplicación del derecho penal del enemigo y el populismo legal.,3",3,Ecuador
168,"así como para formar y actualizar a los jueces y servidores públicos en los conocimientos, habilidades y destrezas necesarias para el adecuado y eficiente ejercicio de su función.,3",3,Ecuador
169,"96. Recuperar la ruta del Estado descentralizado y desconcentrado, que potencie los territorios.,3",3,Ecuador
170,"92. Revertir legalmente todos los cambios ilegales realizados durante este período a la estructura normativa e institucional, como la designación irregular de funcionarios, el despido de empleados públicos y la reducción de sus sueldos y salarios.,3",3,Ecuador
171,"5. Realizar una auditoría integral de la deuda pública (externa e interna).,3",3,Ecuador
172,"389. Fortalecer la transparencia del sistema de contratación pública.,3",3,Ecuador
173,"388. Promover legislación para regular los lobbies transparentando su incidencia política.,3",3,Ecuador
174,"387. Promover legislación para transparentar el financiamiento de los partidos políticos para visibilizar  y  permitir  control  social  sobre  conflictos  de  intereses  en  sus  decisiones  de gobierno para favorecer ilegítimamente a sus promotores.,3",3,Ecuador
175,"386. Promover legislación para sancionar las prácticas de “puertas giratorias”, por la cual algunos políticos y funcionarios públicos pasan de sus cargos a los directorios de grandes empresas o se benefician de retribuciones en una y otra manera.,3",3,Ecuador
176,"385. Desarrollar políticas para la erradicación de la corrupción sistémica en el ámbito público, tales como la selección, evaluación y promoción transparente y meritocrática de los servidores públicos; cumplimiento de los principios constitucionales de los servicios públicos; realineamiento de incentivos para la modificación de las conductas individuales; protocolos de actuación; mejora de los sistemas de información; un adecuado control y rendición de cuentas, entre otros.,3",3,Ecuador
177,"384. Promover una cultura anticorrupción a través de políticas de prevención, fortalecimiento institucional y apoyo a su sanción justa y socialmente efectiva.,3",3,Ecuador
178,"377. Sancionar la injerencia mediática, de instituciones o funcionarios públicos, sobre los operadores judiciales.,3",3,Ecuador
179,"373. Apoyar a la Función Judicial en el fortalecimiento de las capacidades institucionales del Consejo de la Judicatura para asegurar la transparencia y calidad de los procesos de selección,, evaluación, autoevaluación, enfatizando en asegurar que las actuaciones y creencias e ideología del o la postulante a juez o servidor judicial sean compatibles con la Constitución y los derechos humanos;,3",3,Ecuador
180,"370. Recuperar el Ministerio de Justicia y Derechos Humanos.,3",3,Ecuador
181,"369. Reivindicar la independencia de los jueces, fiscales y defensores públicos dotándoles de mecanismos efectivos para que puedan comunicar por medios idóneos, al Consejo de la Judicatura, presiones a la hora de resolver asuntos que se someten a su decisión.,3",3,Ecuador
182,"368. Promover políticas para el respeto de los límites de la Función Judicial y  de todo órgano jurisdiccional a fin de evitar que sea el instrumento de combate entre adversarios políticos, persecución política o populismo legal.,3",3,Ecuador
