,text,cmp_code,country
153,A  falta  de  ello  hay  una  multinacionalización  y  homogeneización  cultural;,1,Uruguay
154,aparecen  ciertos  productos  hegemónicos  que  auto  cumplen las profecías del rating o la cantidad de lectores.,1,Uruguay
155,y difundir la cultura nacional.,1,Uruguay
156,"• En el plano internacional, continuar promoviendo el debate y la revisión de las políticas para enfrentar de manera eficaz el Problema mundial de las Drogas",1,Uruguay
157,"• Ampliar a nuevos ámbitos el tratamiento del tema (Comisión de DDHH; OMS, Comisión de Prevención del Delito y Justicia Penal de NNUU).",1,Uruguay
158,"•Promover la revisión de las Convenciones sobre Estupefacientes buscando otras alternativas regulatorias, y la revisión del status del cannabis en las listas.",1,Uruguay
159,"• Jerarquizar el debate en los ámbitos regionales como la UNASUR, MERCOSUR, y buscar diálogos bilaterales con los países vecinos sobre la necesidad del cambio en la política de Drogas.",1,Uruguay
160,"que permitan una mejor integración social, cultural, económica y laboral en los escenarios de integración regional e internacional.",1,Uruguay
161,Aún resta avanzar en la adecuación de nuestras leyes y normativas administrativas a los compromisos internacionales  que  el  país  ha  venido  suscribiendo.,1,Uruguay
162,El Proyecto de Desarrollo impulsado por el Frente Amplio para su tercer gobierno es la base para una mirada de mediano y largo plazo en materia de Defensa Nacional.,1,Uruguay
163,"La Ley Marco de Defensa Nacional, Ley 18.650 define con extrema precisión la Defensa Nacional.",1,Uruguay
164,"Art. 1 La Defensa Nacional comprende el conjunto de actividades civiles y militares dirigidas a preservar la soberanía y la independencia de nuestro país, a conservar la integridad del territorio y de sus recursos estratégicos,",1,Uruguay
165,"así como la paz de la República, en el marco de la Constitución y las leyes,",1,Uruguay
166,"Art. 2 La Defensa Nacional constituye un derecho y un deber del conjunto de la ciudadanía, en la forma y en los términos que se establecen en la Constitución de la República y en las leyes.",1,Uruguay
167,"Es un bien público, una función esencial, permanente, indelegable e integral del Estado.",1,Uruguay
168,En su instrumentación confluyen coordinadamente las energías y los recursos del conjunto de la sociedad.,1,Uruguay
169,La  misma  constituye  una  hoja  de  ruta  para el gobierno y el Estado en materia de defensa nacional.,1,Uruguay
170,"La  defensa de la soberanía e independencia, la integridad territorial y sus recursos estratégicos para su bienestar  social.",1,Uruguay
171,La  línea  de  acción  fundamental  en  este  sentido  es  una  política  hacia  y  con  la  región.,1,Uruguay
172,"•  La  profundización  de  la  integración  de  los  países  y  pueblos  latinoamericanos  a  través  del  MERCOSUR, la UNASUR y la CELAC; y en materia de defensa el Consejo de Defensa Sudamericano.",1,Uruguay
173,"Por  consiguiente,  la  defensa  no  solo  hay  que  pensarla  en  términos  de  país  sino  considerar  objetivos  estratégicos comunes con los otros países de Latinoamérica.",1,Uruguay
174,"• Conjuntamente con los pueblos de América del Sur se deberán transitar los caminos que contribuyan a elaborar una visión conjunta de la  Defensa Nacional, la Defensa Militar y todo lo tendiente a la defensa cooperativa, para defender la soberanía de nuestros pueblos, así como los recursos naturales y estratégicos comunes.",1,Uruguay
175,Reafirmando la independencia respecto a los intereses políticos y militares hegemónicos de las grandes potencias mundiales de corte imperialista y colonial.,1,Uruguay
176,"La Defensa Nacional se debe basar en la concepción y en los valores artiguistas, que nos llevan a elaborar una nueva doctrina en materia de Defensa Nacional que destierre, definitivamente, la Doctrina de la Seguridad Nacional.",1,Uruguay
177,Se piensa en la perspectiva de ser víctima de una agresión y jamás en la condición de agresores o de aliados de agresores.,1,Uruguay
178,"Nuestras fuerzas armadas son el elemento profesional y permanente del factor militar y deben tener por tanto la capacidad y la doctrina necesaria para integrase con el pueblo para una auténtica defensa militar,",1,Uruguay
179,"Aunque  las  posibles  hipótesis  de  conflicto  son  muchas,  las  principales  se  basan  en  las  amenazas  extra regionales a nuestros recursos naturales y estratégicos, sean del Uruguay o compartidos con otros países de la región.",1,Uruguay
180,Transformación de la Defensa Nacional y de las Fuerzas Armadas,1,Uruguay
181,Instrumentar la Ley Marco de Defensa de acuerdo a la definición expresada en los Artículos 1º y 2º antes citados.,1,Uruguay
182,Todas deben ser consideradas también desde el punto de vista de la soberanía.,1,Uruguay
183,Defensa que es más civil que militar.,1,Uruguay
184,"El MDN a través de las FF.AA. mantendrá bajo su custodia el material bélico y el armamento, mediante del Servicio de Material y Armamento, y dispondrá la instrucción de la ciudadanía para su empleo en caso de necesidad.",1,Uruguay
185,"Se pondrá en funcionamiento el Servicio General de Movilización (SEGEMO) y el Servicio de Defensa Civil, así como los instrumentos de la Defensa Pasiva, los que se entienden como la organización y capacidad de la población para afrontar contingencias de la naturaleza que van desde catástrofes climáticas, inundaciones, incendios, a otras eventuales situaciones de cualquier orden, promoviendo que la población comprenda la importancia de estos instrumentos.",1,Uruguay
186,Avanzar en el debate nacional sobre leyes orgánicas de nuestras Fuerzas Armadas y la de cada una de las fuerzas.,1,Uruguay
187,"Debatir su naturaleza, forma y estructura.",1,Uruguay
188,Continuando con el debate de la Defensa Nacional conformar el libro blanco de la defensa y la elaboración y aprobación de una ley orgánica del Ministerio de Defensa Nacional.,1,Uruguay
189,La  Defensa  Nacional  debe  guardar  estrecha  correspondencia  con  los  lineamientos  de  la  política  exterior del país.,1,Uruguay
190,"Las cuestiones relacionadas con misiones de paz y la participación de nuestras Fuerzas Armadas en ellas, deben tomar en cuenta la ya conocida política de Estado de nuestro país, de autodeterminación de otros estados y no injerencia en sus asuntos internos.",1,Uruguay
191,"Los acuerdos de cooperación militar deben estar subordinados a las políticas de estado relacionadas con los acuerdos regionales,  llámense  UNASUR,  Consejo  de  Defensa  Suramericano,  etc.”.",1,Uruguay
192,"Rechazar la instalación de bases militares extranjeras en nuestro país, fiel a las más caras tradiciones del Uruguay en la materia, bajo ninguna forma.",1,Uruguay
193,"Impulsar a través de la UNASUR, la rediscusión del Sistema Interamericano de Defensa, y consolidación de un Sistema Sudamericano de Defensa a partir del ya existente Consejo de Defensa Suramericano.",1,Uruguay
194,En el  marco  de  dicha  reflexión  y  acuerdo  colectivo  de  los  países  sudamericanos  impulsar  conjuntamente  la denuncia del obsoleto Tratado Interamericano de Asistencia Recíproca (TIAR) por nuevos acuerdos de defensa regional.,1,Uruguay
195,"Basado  en  el  respeto  de  la  soberanía  y  la  cooperación  entre  Estados  con  iguales  derechos  y  prerrogativas en el ámbito internacional y en sintonía con los lineamientos del Poder Ejecutivo llevados adelante por el Ministerio de Relaciones Exteriores y el de Defensa, denunciar y sustituir el Convenio de Asistencia Militar existente entre Uruguay y los Estados Unidos desde 1953.",1,Uruguay
196,"En el capítulo II, en el análisis de la coyuntura internacional, referimos a la crisis económica de los países  capitalistas  centrales.",1,Uruguay
197,"En  ese  contexto  la  crisis  de  los  EEUU  amenaza  su  hegemonía  global  consolidada durante el siglo XX y particularmente luego de la caída del llamado socialismo real y de los luctuosos acontecimientos de setiembre 11 de 2001, con el ataque a las Torres Gemelas en Nueva  York,  a  partir  de  lo  cual   Estados  Unidos  desarrolló  una  importante  ofensiva  política  y  militar   tras  objetivos  políticos  y  económicos,  bajo  el  fundamento  de  la  guerra  preventiva  y  de  la  lucha  por  la  libertad y contra el terrorismo.",1,Uruguay
198,"Esta crisis económica, a su vez extendida a Europa, y sin que se le vislumbre salida en lo inmediato, propicia un escenario de reconfiguración de la lucha por la hegemonía a nivel global.",1,Uruguay
199,"EEUU y la Unión Europea negocian un tratado de libre comercio qué, de consolidarse, obligará a los otros países y dentro de ellos a América Latina, a redimensionar sus políticas comerciales, ajustándolas a la nueva realidad.",1,Uruguay
200,Se percibe la voluntad de Rusia de no quedar excluida de los espacios de gravitación política.,1,Uruguay
201,"Como consideraremos más adelante, el papel de China ha adquirido relevancia en el contexto global.",1,Uruguay
202,"La política exterior es el instrumento que dispone el Estado para representar, defender y proteger los intereses nacionales fuera de sus fronteras y su inserción en el mundo.",1,Uruguay
203,"y prescindir y condenar toda política de agresión que tienda a resolver las diferencias internacionales por medio de la guerra,",1,Uruguay
204,"Como Estado parte de la ONU, Uruguay debe sujetarse a los principios que inspiran la Carta de las Naciones  Unidas.",1,Uruguay
205,"Reafirmamos,  a  nivel  internacional,  el  rol  de  la  ONU  como  la  herramienta  adecuada  para la consideración y adopción de las decisiones referidas al mantenimiento de la paz, la seguridad internacional y el respeto de sus principios rectores.",1,Uruguay
206,"La reforma de la Carta de la Naciones Unidas y la nueva estructura del Consejo de Seguridad al que deberán incorporarse países latinoamericanos, son elementos indispensables para democratizar  las decisiones y superar el quebrantamiento de la legalidad internacional.",1,Uruguay
207,"Uruguay debe defender la  vigencia  irrestricta  del  Derecho  Internacional  como  principio  rector  de  las  relaciones  entre  las  naciones, con independencia del poder económico, político y militar de las mismas.",1,Uruguay
208,Consideramos que la OEA es un espacio de relacionamiento internacional que debe ser reformulado tanto en su orgánica como en sus objetivos.,1,Uruguay
209,"Se reafirma que la defensa de la soberanía de los Estados, el principio de no intervención, la autodeterminación  de  los  pueblos,  la  solución  pacífica  de  las  controversias,  la  defensa  de  los  derechos  humanos,  el  cumplimiento  de  buena  fe  de  los  tratados,  son  normas  que  nuestro  país  ha  incorporado  a  su política exterior y deberán mantenerse.",1,Uruguay
210,"Los pilares de la política exterior son: independencia; no alineamiento, o sea, autonomía respecto a las alianzas políticas y militares bajo la hegemonía de grandes potencias mundiales;",1,Uruguay
211,apoyo a todas aquellas iniciativas tendientes al fortalecimiento de la paz,1,Uruguay
212,y el establecimiento de un orden mundial más justo y equitativo;,1,Uruguay
213,defensa de la soberanía;,1,Uruguay
214,"decidida acción antiimperialista y anticolonialista,",1,Uruguay
215,vocación  de   paz  y  la  solución  pacífica  de  las  controversias  entre  Estados;,1,Uruguay
216,"rechazo  a  todo  tipo  de  acción terrorista, en especial el terrorismo de Estado;",1,Uruguay
217,consolidación de mecanismos que impidan toda  injerencia  extranjera  en  los  asuntos  internos  de  un  país;,1,Uruguay
218,tratados militares regionales en base a nuestras definiciones en materia de defensa nacional;,1,Uruguay
219,apoyo a las políticas de desarme a nivel mundial;,1,Uruguay
220,cumplimiento de la CEDAW y la Convención Iberoamericana de Belén do Pará;,1,Uruguay
221,La inserción del Uruguay en el mundo será impulsada desde la plataforma MERCOSUR.,1,Uruguay
222,"Por ello se fomentará una agenda externa común del bloque,",1,Uruguay
223,consolidando y fortaleciendo las Instituciones Regionales.,1,Uruguay
224,Esta región tiene el potencial de constituirse en uno de los bloques más importantes del sistema internacional.,1,Uruguay
225,La construcción de posiciones en el marco de instituciones regionales potencia nuestra soberanía,1,Uruguay
226,y nos permite tener una actuación más contundente en los espacios multilaterales y en los foros globales.,1,Uruguay
227,Desde la pertenencia a los procesos de integración regional se deberá profundizar el desarrollo de las relaciones Sur-Sur,1,Uruguay
228,"y a su vez buscar un equilibrio en la construcción de una política exterior que fomente la consolidación de la integración sin perder de vista la relación con las demás regiones,",1,Uruguay
229,"desarrollando vínculos con los demás países, cultivando el multilateralismo",1,Uruguay
230,y el respeto alderecho internacional que ha caracterizado el accionar del Uruguay en el mundo.,1,Uruguay
231,El  escenario  internacional  actual  muestra  un  ascenso  de  los  países  emergentes  del  Sur.,1,Uruguay
232,"Esto  hace  relevante el profundizar nuestras relaciones económico-comerciales, políticas y culturales con estos países.",1,Uruguay
233,"Dentro  de  los  países  emergentes,  los  BRICS  (Brasil,  Rusia,  India,  China  y  Sudáfrica)  se  destacan  y generan un nuevo panorama internacional,",1,Uruguay
234,y para construir un relacionamiento internacional  nuevo  y  justo.,1,Uruguay
235,"China  participa  en  los  principales  organismos  internacionales  –tanto  políticos como económicos- en pie de igualdad con otras potencias, en un momento de transformación.",1,Uruguay
236,"Así  vemos  una  China  en  expansión  en  África,  donde  es  el  principal  socio  económico  del  continente;",1,Uruguay
237,En  tal  sentido  el  relacionamiento  con  China  debe  realizarse  teniendo  en  cuenta  principios  de  equidad  y  de respeto a las soberanías políticas y económicas.,1,Uruguay
238,"Promover el fortalecimiento de los lazos culturales, sociales, económicos, comerciales y políticoscon  los  países  de  África  Subsahariana,",1,Uruguay
239,"Potenciar la zona de Paz y Cooperación para el Atlántico Sur (zOPACAS) reafirmando el papel que desempeña  como  foro  para  una  mayor  integración  entre  sus  Estados  miembros,",1,Uruguay
